campaign_objective,platform,ad_placement,device_type,operating_system,creative_format,has_call_to_action,creative_emotion,creative_age_days,target_audience_age,target_audience_gender,audience_interest_category,income_bracket,purchase_intent_score,retargeting_flag,start_date,hour_of_day,campaign_day,quality_score,actual_cpc,impressions,clicks,conversions,ad_spend,revenue,bounce_rate,budget_tier,CTR,CPC,conversion_rate,CPA,ROAS,profit
Conversions,Twitter,Sidebar,Desktop,Android,Video,True,Trust,1,35-44,Female,Students,$50K-$100K,Low,True,2024-08-28,12,46,8,0.82,23328,1273,80,1043.86,23700.25,55.35,Medium,5.457,0.82,6.284,13.05,22.7,22656.39
Lead Generation,Twitter,Feed,Mobile,Windows,Story,False,Joy,47,65+,Male,Business Professionals,$100K-$200K,Low,False,2024-05-23,1,56,5,2.27,6765,58,0,131.66,0.0,80.12,Low,0.857,2.27,0.0,0.0,0.0,-131.66
Lead Generation,Google Ads,Search,Mobile,macOS,Video,True,Trust,57,25-34,Male,Gamers,$50K-$100K,Low,False,2024-04-12,15,80,6,4.7,11261,302,3,1419.4,881.17,73.84,Low,2.682,4.7,0.993,473.13,0.62,-538.23
Conversions,Google Ads,Feed,Tablet,Windows,Carousel,False,Trust,75,45-54,Male,Tech Enthusiasts,$100K-$200K,Low,True,2024-12-26,0,6,4,3.95,6722,165,6,651.75,2320.56,36.44,Low,2.455,3.95,3.636,108.62,3.56,1668.81
Conversions,Facebook,Stories,Mobile,iOS,Text,True,Joy,76,35-44,Male,Tech Enthusiasts,$100K-$200K,Medium,False,2024-01-05,1,54,5,2.35,112989,775,9,1821.25,4351.7,69.25,High,0.686,2.35,1.161,202.36,2.39,2530.45
App Installs,Google Ads,Display Network,Mobile,iOS,Video,True,Curiosity,80,35-44,Female,Students,$100K-$200K,Medium,True,2025-04-20,18,21,6,7.86,5000,133,8,1045.38,1311.63,45.29,Medium,2.66,7.86,6.015,130.67,1.25,266.25
Lead Generation,Facebook,Feed,Desktop,Other,Carousel,True,Fear,28,45-54,All,Tech Enthusiasts,$50K-$100K,High,False,2024-06-11,20,48,7,1.1,9506,351,28,386.1,6785.25,16.39,Low,3.692,1.1,7.977,13.79,17.57,6399.15
Lead Generation,Twitter,Display Network,Tablet,Android,Image,True,Fear,38,55-64,Female,Students,<$50K,Medium,False,2024-07-02,10,49,6,2.67,23131,305,5,814.35,1226.05,42.1,Medium,1.319,2.67,1.639,162.87,1.51,411.7
App Installs,Twitter,Display Network,Desktop,iOS,Image,True,Trust,78,55-64,Male,Gamers,$100K-$200K,Medium,False,2025-02-01,7,4,6,3.16,215582,2417,32,7637.72,12105.48,32.34,High,1.121,3.16,1.324,238.68,1.58,4467.76
Brand Awareness,Twitter,Search,Desktop,macOS,Video,False,Fear,77,35-44,Male,Tech Enthusiasts,<$50K,High,False,2025-01-26,22,29,2,0.84,49406,382,23,320.88,5287.21,28.64,Low,0.773,0.84,6.021,13.95,16.48,4966.33
Brand Awareness,Google Ads,Search,Mobile,Android,Image,False,Urgency,88,18-24,Female,Shoppers,$100K-$200K,Medium,False,2024-12-02,4,66,3,5.68,23479,593,6,3368.24,2697.78,60.35,Medium,2.526,5.68,1.012,561.37,0.8,-670.46
Lead Generation,Google Ads,Stories,Mobile,Windows,Image,True,Curiosity,11,35-44,Female,Health & Fitness,<$50K,Low,False,2025-05-12,22,65,5,3.6,13938,194,1,698.4,94.04,78.82,Medium,1.392,3.6,0.515,698.4,0.13,-604.36
Lead Generation,Twitter,Sidebar,Mobile,iOS,Image,False,Joy,20,65+,Female,Shoppers,$50K-$100K,Low,False,2024-01-18,3,24,7,1.54,205943,2666,14,4105.64,3950.93,65.57,Medium,1.295,1.54,0.525,293.26,0.96,-154.71
App Installs,TikTok,Stories,Desktop,Windows,Carousel,False,Joy,59,45-54,All,Students,$100K-$200K,Low,False,2024-05-24,4,5,4,0.74,12075,167,0,123.58,0.0,64.17,Low,1.383,0.74,0.0,0.0,0.0,-123.58
Brand Awareness,Facebook,Display Network,Mobile,macOS,Video,True,Joy,27,35-44,Male,Tech Enthusiasts,<$50K,Low,False,2025-01-11,3,56,7,0.92,49067,1382,10,1271.44,2360.84,59.06,Medium,2.817,0.92,0.724,127.14,1.86,1089.4
Brand Awareness,Facebook,Stories,Mobile,iOS,Video,True,Joy,68,18-24,Male,Health & Fitness,$50K-$100K,Medium,False,2025-07-05,12,57,1,1.31,15318,99,0,129.69,0.0,72.53,Medium,0.646,1.31,0.0,0.0,0.0,-129.69
Conversions,TikTok,Feed,Mobile,iOS,Interactive,False,Urgency,79,45-54,Male,Tech Enthusiasts,$50K-$100K,High,False,2024-01-08,16,38,4,1.9,134342,1027,18,1951.3,3860.8,37.94,High,0.764,1.9,1.753,108.41,1.98,1909.5
Lead Generation,Twitter,Display Network,Desktop,Android,Text,True,Urgency,34,25-34,All,Students,<$50K,High,True,2024-05-27,19,46,7,1.48,20629,352,52,520.96,9144.67,10.0,Medium,1.706,1.48,14.773,10.02,17.55,8623.71
Conversions,LinkedIn,Stories,Desktop,Android,Video,True,Trust,45,45-54,Male,Health & Fitness,$100K-$200K,High,False,2024-08-11,14,14,5,9.23,6716,212,53,1956.76,24416.24,25.23,Medium,3.157,9.23,25.0,36.92,12.48,22459.48
Lead Generation,TikTok,Search,Desktop,macOS,Text,True,Joy,18,35-44,All,Tech Enthusiasts,$100K-$200K,High,True,2026-01-05,4,67,7,0.81,5000,74,9,59.94,2044.22,16.39,Medium,1.48,0.81,12.162,6.66,34.1,1984.28
Conversions,Google Ads,Feed,Desktop,Android,Image,True,Neutral,73,18-24,All,Health & Fitness,<$50K,Low,False,2025-02-16,8,55,3,5.01,31570,275,7,1377.75,936.34,63.07,Medium,0.871,5.01,2.545,196.82,0.68,-441.41
Lead Generation,Google Ads,Feed,Mobile,iOS,Video,False,Joy,4,25-34,Male,Tech Enthusiasts,>$200K,Medium,False,2024-05-15,11,6,4,2.46,8431,190,1,467.4,618.43,62.35,Low,2.254,2.46,0.526,467.4,1.32,151.03
Lead Generation,LinkedIn,Display Network,Tablet,macOS,Interactive,True,Trust,24,35-44,Female,Tech Enthusiasts,<$50K,Medium,False,2025-01-22,0,9,4,7.63,5000,76,0,579.88,0.0,40.78,Low,1.52,7.63,0.0,0.0,0.0,-579.88
Brand Awareness,LinkedIn,Feed,Tablet,iOS,Image,True,Fear,7,35-44,Female,Students,$100K-$200K,Medium,False,2025-08-25,8,56,7,2.78,32201,670,9,1862.6,3933.37,38.31,Medium,2.081,2.78,1.343,206.96,2.11,2070.77
Lead Generation,Facebook,Display Network,Desktop,Windows,Video,False,Joy,45,45-54,Male,Gamers,$50K-$100K,Low,False,2025-12-03,19,30,5,0.98,62647,4632,186,4539.36,40924.36,67.65,Low,7.394,0.98,4.016,24.41,9.02,36385.0
Conversions,Twitter,Feed,Mobile,Android,Image,False,Urgency,78,55-64,All,Gamers,$50K-$100K,Medium,False,2025-07-23,13,12,4,2.59,24048,120,0,310.8,0.0,75.21,Low,0.499,2.59,0.0,0.0,0.0,-310.8
App Installs,Google Ads,Display Network,Desktop,Windows,Story,False,Joy,49,25-34,Female,Business Professionals,$100K-$200K,Medium,False,2025-07-22,23,77,5,6.59,49896,699,12,4606.41,1926.98,62.77,Low,1.401,6.59,1.717,383.87,0.42,-2679.43
Brand Awareness,Twitter,Display Network,Desktop,Windows,Video,True,Trust,15,18-24,Female,Tech Enthusiasts,$100K-$200K,Medium,False,2025-02-08,18,11,6,1.91,34882,2093,62,3997.63,9928.57,33.88,High,6.0,1.91,2.962,64.48,2.48,5930.94
Brand Awareness,Facebook,Stories,Mobile,Other,Carousel,True,Neutral,38,18-24,All,Tech Enthusiasts,$50K-$100K,Low,False,2024-01-07,6,70,6,2.28,35876,1481,4,3376.68,1042.34,79.88,Low,4.128,2.28,0.27,844.17,0.31,-2334.34
Brand Awareness,LinkedIn,Stories,Desktop,Android,Image,True,Joy,50,55-64,Male,Gamers,<$50K,Low,False,2024-04-23,2,70,5,12.33,467069,1622,24,19999.26,2436.44,55.22,Medium,0.347,12.33,1.48,833.3,0.12,-17562.82
Conversions,TikTok,Feed,Mobile,Android,Carousel,True,Trust,82,25-34,Male,Tech Enthusiasts,$50K-$100K,Low,True,2024-06-10,12,22,4,1.44,180765,1535,23,2210.4,4397.92,75.45,Medium,0.849,1.44,1.498,96.1,1.99,2187.52
Conversions,Twitter,Search,Desktop,iOS,Image,True,Curiosity,73,35-44,Female,Tech Enthusiasts,$100K-$200K,Medium,True,2025-02-03,18,63,5,0.75,12349,121,6,90.75,2174.2,30.62,Medium,0.98,0.75,4.959,15.12,23.96,2083.45
Brand Awareness,TikTok,Stories,Desktop,macOS,Video,True,Urgency,31,55-64,Female,Business Professionals,$50K-$100K,High,True,2025-06-05,10,10,4,2.18,96957,1501,109,3272.18,12608.56,15.22,Low,1.548,2.18,7.262,30.02,3.85,9336.38
Lead Generation,TikTok,Feed,Mobile,Android,Video,True,Trust,65,18-24,Female,Students,$50K-$100K,Medium,True,2024-08-28,12,7,5,2.65,27121,461,7,1221.65,1242.05,56.89,High,1.7,2.65,1.518,174.52,1.02,20.4
Conversions,LinkedIn,Search,Mobile,macOS,Image,True,Urgency,15,45-54,Male,Shoppers,<$50K,High,True,2025-12-05,21,24,5,9.44,5000,138,34,1302.72,5944.34,40.29,Low,2.76,9.44,24.638,38.32,4.56,4641.62
Conversions,Twitter,Display Network,Mobile,Other,Interactive,True,Joy,29,55-64,Female,Business Professionals,$50K-$100K,Low,True,2024-02-21,7,15,8,1.07,5000,133,2,142.31,399.29,78.02,Low,2.66,1.07,1.504,71.16,2.81,256.98
Conversions,Twitter,Search,Desktop,Android,Image,True,Urgency,41,35-44,Female,Business Professionals,<$50K,Medium,True,2025-02-08,9,65,5,1.88,330864,6234,247,11719.92,27297.08,51.12,Medium,1.884,1.88,3.962,47.45,2.33,15577.16
Lead Generation,Facebook,Stories,Mobile,iOS,Carousel,False,Trust,76,65+,Female,Students,<$50K,Medium,True,2025-08-06,21,42,3,3.03,57855,325,4,984.75,985.22,66.66,Low,0.562,3.03,1.231,246.19,1.0,0.47
Lead Generation,Facebook,Stories,Mobile,Android,Video,False,Trust,55,35-44,Female,Students,$50K-$100K,Medium,True,2025-12-01,1,25,4,2.83,22512,686,44,1941.38,12718.58,63.2,Medium,3.047,2.83,6.414,44.12,6.55,10777.2
Lead Generation,Instagram,Search,Mobile,Android,Interactive,True,Trust,84,55-64,All,Business Professionals,$50K-$100K,Low,False,2025-01-10,17,76,4,2.38,190351,1384,4,3293.92,811.39,79.44,High,0.727,2.38,0.289,823.48,0.25,-2482.53
Brand Awareness,TikTok,Feed,Mobile,iOS,Video,True,Fear,76,45-54,Female,Business Professionals,<$50K,Medium,False,2024-02-27,12,38,4,1.16,112744,1321,3,1532.36,773.25,67.36,High,1.172,1.16,0.227,510.79,0.5,-759.11
Brand Awareness,Google Ads,Display Network,Mobile,iOS,Video,True,Neutral,48,25-34,Female,Gamers,$50K-$100K,Low,False,2024-09-15,12,62,7,4.55,55993,1626,12,7398.3,4086.98,74.42,Medium,2.904,4.55,0.738,616.52,0.55,-3311.32
Conversions,Facebook,Feed,Tablet,Android,Text,True,Joy,5,18-24,All,Tech Enthusiasts,$50K-$100K,Low,False,2024-04-17,20,4,8,1.93,26670,475,2,916.75,399.41,60.99,Low,1.781,1.93,0.421,458.38,0.44,-517.34
Conversions,TikTok,Display Network,Mobile,Android,Story,False,Curiosity,73,45-54,Female,Shoppers,<$50K,Low,True,2025-02-02,6,53,4,1.98,265853,3103,22,6143.94,2705.13,60.35,Medium,1.167,1.98,0.709,279.27,0.44,-3438.81
Conversions,Twitter,Feed,Mobile,Android,Video,True,Urgency,40,35-44,All,Business Professionals,$50K-$100K,Low,False,2024-03-02,17,6,6,1.17,6999,295,2,345.15,429.49,71.0,Medium,4.215,1.17,0.678,172.58,1.24,84.34
Lead Generation,Google Ads,Feed,Mobile,iOS,Carousel,True,Curiosity,2,45-54,Female,Students,$100K-$200K,Medium,False,2025-02-13,4,87,6,5.32,14035,266,2,1415.12,657.47,71.71,Low,1.895,5.32,0.752,707.56,0.46,-757.65
Lead Generation,TikTok,Display Network,Tablet,macOS,Image,False,Curiosity,80,35-44,All,Business Professionals,<$50K,Low,False,2024-12-29,10,53,3,0.38,7534,162,3,61.56,417.48,59.4,Low,2.15,0.38,1.852,20.52,6.78,355.92
Lead Generation,LinkedIn,Feed,Desktop,Android,Image,False,Trust,70,55-64,Male,Tech Enthusiasts,$50K-$100K,Low,False,2025-11-19,23,79,4,4.92,5643,128,3,629.76,816.2,65.5,Low,2.268,4.92,2.344,209.92,1.3,186.44
Conversions,Instagram,Search,Tablet,Windows,Image,False,Fear,42,25-34,Male,Students,$50K-$100K,Low,False,2025-04-08,16,28,6,2.61,36943,767,8,2001.87,1443.55,65.58,Medium,2.076,2.61,1.043,250.23,0.72,-558.32
App Installs,Google Ads,Search,Mobile,Android,Video,True,Joy,78,25-34,Female,Tech Enthusiasts,$50K-$100K,Medium,False,2025-11-18,4,70,6,5.03,17898,966,31,4858.98,5692.34,65.92,Medium,5.397,5.03,3.209,156.74,1.17,833.36
Conversions,TikTok,Feed,Mobile,macOS,Image,True,Joy,16,45-54,All,Shoppers,$50K-$100K,Low,False,2025-06-16,20,69,5,1.47,145479,1746,10,2566.62,1161.85,89.64,Medium,1.2,1.47,0.573,256.66,0.45,-1404.77
Lead Generation,Facebook,Search,Mobile,macOS,Text,True,Joy,21,65+,Male,Health & Fitness,$50K-$100K,Low,False,2024-03-12,10,8,8,2.15,5000,54,0,116.1,0.0,75.21,Low,1.08,2.15,0.0,0.0,0.0,-116.1
App Installs,Google Ads,Feed,Mobile,Windows,Story,True,Trust,59,25-34,Female,Business Professionals,$50K-$100K,Medium,False,2024-10-08,7,16,7,3.53,9502,470,44,1659.1,7085.29,51.51,Medium,4.946,3.53,9.362,37.71,4.27,5426.19
Lead Generation,Google Ads,Stories,Desktop,iOS,Video,True,Urgency,2,35-44,Female,Tech Enthusiasts,$100K-$200K,Low,False,2024-08-04,15,67,5,2.95,20421,1028,36,3032.6,17013.76,49.98,Low,5.034,2.95,3.502,84.24,5.61,13981.16
Lead Generation,Google Ads,Stories,Mobile,macOS,Image,False,Trust,22,25-34,Male,Health & Fitness,$50K-$100K,Medium,False,2024-02-28,10,20,5,2.03,75755,995,12,2019.85,2775.8,67.42,Medium,1.313,2.03,1.206,168.32,1.37,755.95
Lead Generation,Facebook,Display Network,Mobile,macOS,Text,True,Curiosity,20,35-44,Female,Shoppers,$100K-$200K,Low,False,2025-05-06,10,74,6,1.79,73418,837,7,1498.23,3079.75,72.24,High,1.14,1.79,0.836,214.03,2.06,1581.52
Lead Generation,Google Ads,Feed,Desktop,iOS,Interactive,True,Curiosity,66,25-34,All,Students,$50K-$100K,Low,False,2025-03-22,13,26,4,3.11,101284,1607,100,4997.77,18771.47,36.24,Low,1.587,3.11,6.223,49.98,3.76,13773.7
Lead Generation,Google Ads,Sidebar,Mobile,Android,Video,True,Urgency,72,18-24,Female,Shoppers,<$50K,Low,True,2024-05-26,21,59,3,7.44,84369,1208,36,8987.52,9324.74,85.3,Medium,1.432,7.44,2.98,249.65,1.04,337.22
Lead Generation,Google Ads,Feed,Mobile,Android,Story,True,Curiosity,4,25-34,All,Business Professionals,$50K-$100K,Medium,False,2024-04-26,2,44,7,4.49,83949,1768,62,7938.32,11483.86,48.34,Medium,2.106,4.49,3.507,128.04,1.45,3545.54
Brand Awareness,Google Ads,Display Network,Mobile,iOS,Carousel,False,Joy,12,25-34,Female,Health & Fitness,$50K-$100K,Low,False,2025-08-19,5,33,6,6.52,20085,370,1,2412.4,272.39,68.5,Low,1.842,6.52,0.27,2412.4,0.11,-2140.01
Conversions,Google Ads,Feed,Desktop,Android,Text,True,Curiosity,27,25-34,All,Tech Enthusiasts,$100K-$200K,Medium,False,2024-01-15,7,28,6,2.33,15548,229,10,533.57,3407.39,57.94,Low,1.473,2.33,4.367,53.36,6.39,2873.82
Brand Awareness,Facebook,Feed,Mobile,Windows,Image,True,Curiosity,20,35-44,Male,Business Professionals,$100K-$200K,Low,False,2024-04-29,2,45,6,1.35,142330,1908,7,2575.8,2964.14,77.78,Medium,1.341,1.35,0.367,367.97,1.15,388.34
Brand Awareness,Twitter,Feed,Tablet,Other,Image,False,Neutral,73,18-24,Female,Health & Fitness,>$200K,Low,False,2024-03-23,20,60,5,1.1,25358,388,0,426.8,0.0,74.93,Medium,1.53,1.1,0.0,0.0,0.0,-426.8
Lead Generation,LinkedIn,In-Stream Video,Desktop,iOS,Interactive,False,Urgency,80,35-44,Female,Business Professionals,$50K-$100K,Medium,False,2025-10-02,19,67,3,9.39,21534,532,41,4995.48,5887.09,51.32,Low,2.471,9.39,7.707,121.84,1.18,891.61
App Installs,Google Ads,Display Network,Tablet,macOS,Story,False,Urgency,54,55-64,Male,Students,<$50K,Low,True,2025-07-09,12,86,5,1.93,257539,1815,18,3502.95,1768.36,82.77,High,0.705,1.93,0.992,194.61,0.5,-1734.59
Lead Generation,LinkedIn,Feed,Mobile,iOS,Image,True,Joy,37,45-54,Female,Shoppers,$50K-$100K,Medium,True,2024-04-17,9,2,6,6.16,36513,392,7,2414.72,2414.89,53.78,Low,1.074,6.16,1.786,344.96,1.0,0.17
Conversions,Instagram,In-Stream Video,Tablet,Windows,Carousel,True,Joy,17,25-34,Female,Tech Enthusiasts,$100K-$200K,Low,False,2024-02-07,16,7,8,0.82,44654,1061,5,870.02,1627.99,73.42,High,2.376,0.82,0.471,174.0,1.87,757.97
Lead Generation,Instagram,Stories,Mobile,Windows,Interactive,True,Fear,63,25-34,Female,Gamers,<$50K,Medium,False,2024-02-13,15,39,4,3.01,5000,48,0,144.48,0.0,53.95,Low,0.96,3.01,0.0,0.0,0.0,-144.48
Lead Generation,Instagram,Search,Mobile,macOS,Image,True,Urgency,3,45-54,All,Tech Enthusiasts,$100K-$200K,Medium,False,2024-10-07,1,81,6,1.87,5698,177,4,330.99,1116.22,58.58,Low,3.106,1.87,2.26,82.75,3.37,785.23
Brand Awareness,Google Ads,Sidebar,Desktop,macOS,Carousel,True,Joy,45,35-44,Male,Shoppers,<$50K,Medium,False,2024-01-02,20,29,5,2.23,12256,223,5,497.29,846.7,52.65,Low,1.82,2.23,2.242,99.46,1.7,349.41
Brand Awareness,TikTok,Sidebar,Mobile,macOS,Carousel,True,Trust,18,45-54,Male,Tech Enthusiasts,$100K-$200K,High,True,2025-10-14,20,67,6,1.53,82730,3890,140,5951.7,23205.97,36.88,Medium,4.702,1.53,3.599,42.51,3.9,17254.27
Lead Generation,Google Ads,Display Network,Mobile,Windows,Video,True,Joy,27,25-34,All,Shoppers,$100K-$200K,Low,True,2025-09-17,20,32,6,2.91,34374,1368,25,3980.88,5717.46,68.3,High,3.98,2.91,1.827,159.24,1.44,1736.58
Conversions,Google Ads,Feed,Mobile,iOS,Video,True,Neutral,56,25-34,All,Tech Enthusiasts,$50K-$100K,Medium,False,2024-07-17,0,17,6,2.68,29671,763,29,2044.84,6099.69,55.19,Medium,2.572,2.68,3.801,70.51,2.98,4054.85
Lead Generation,Google Ads,Stories,Mobile,Android,Carousel,False,Urgency,71,18-24,All,Shoppers,>$200K,Medium,False,2024-01-20,21,1,3,6.77,8700,71,0,480.67,0.0,72.75,Medium,0.816,6.77,0.0,0.0,0.0,-480.67
Engagement,Facebook,Search,Mobile,Windows,Image,False,Trust,9,35-44,Male,Shoppers,$50K-$100K,Medium,False,2024-07-01,10,65,4,2.03,13396,137,0,278.11,0.0,63.23,Medium,1.023,2.03,0.0,0.0,0.0,-278.11
Brand Awareness,Google Ads,Feed,Mobile,Windows,Image,True,Urgency,85,25-34,Female,Tech Enthusiasts,$50K-$100K,Medium,False,2025-03-07,23,12,5,2.5,5691,43,0,107.5,0.0,46.16,Low,0.756,2.5,0.0,0.0,0.0,-107.5
Conversions,Instagram,Feed,Desktop,Android,Interactive,True,Joy,57,18-24,Female,Business Professionals,$50K-$100K,Low,False,2025-06-04,6,46,7,2.92,71960,1712,33,4999.04,6532.11,63.61,Low,2.379,2.92,1.928,151.49,1.31,1533.07
Engagement,TikTok,In-Stream Video,Mobile,iOS,Text,True,Curiosity,80,25-34,Male,Tech Enthusiasts,$50K-$100K,Medium,False,2025-08-21,21,56,5,0.95,105462,959,5,911.05,1682.22,46.31,High,0.909,0.95,0.521,182.21,1.85,771.17
Conversions,LinkedIn,Stories,Desktop,Android,Interactive,True,Curiosity,65,25-34,Male,Tech Enthusiasts,<$50K,Medium,False,2025-08-25,13,74,4,7.75,91721,1788,148,13857.0,36575.93,31.67,Medium,1.949,7.75,8.277,93.63,2.64,22718.93
Lead Generation,Facebook,Feed,Mobile,iOS,Image,True,Fear,10,25-34,Female,Gamers,<$50K,Medium,False,2024-05-12,4,77,9,1.2,7939,232,2,278.4,277.91,63.71,Medium,2.922,1.2,0.862,139.2,1.0,-0.49
Brand Awareness,TikTok,Search,Mobile,Android,Image,False,Joy,27,55-64,Male,Gamers,$50K-$100K,Medium,False,2024-07-03,20,14,6,1.87,145614,2195,6,4104.65,1652.83,68.83,Medium,1.507,1.87,0.273,684.11,0.4,-2451.82
Conversions,LinkedIn,Search,Mobile,iOS,Interactive,False,Urgency,21,35-44,Male,Business Professionals,$100K-$200K,High,False,2024-05-14,1,79,7,6.41,13593,528,13,3384.48,6049.07,35.62,Low,3.884,6.41,2.462,260.34,1.79,2664.59
App Installs,Twitter,Search,Desktop,Windows,Text,True,Urgency,53,35-44,Male,Tech Enthusiasts,$50K-$100K,Medium,False,2024-06-06,11,47,7,0.57,102143,1457,29,830.49,5875.71,54.2,Medium,1.426,0.57,1.99,28.64,7.07,5045.22
Lead Generation,Facebook,Search,Mobile,Android,Image,True,Joy,24,18-24,All,Gamers,$50K-$100K,Low,True,2025-05-24,11,42,7,1.34,5333,240,5,321.6,672.11,66.1,Medium,4.5,1.34,2.083,64.32,2.09,350.51
Brand Awareness,LinkedIn,In-Stream Video,Mobile,macOS,Image,True,Curiosity,78,18-24,All,Business Professionals,$50K-$100K,High,False,2025-05-01,15,65,4,7.0,12290,104,1,728.0,343.25,49.79,Low,0.846,7.0,0.962,728.0,0.47,-384.75
Lead Generation,Facebook,Stories,Mobile,Other,Video,True,Joy,77,35-44,All,Shoppers,>$200K,Low,True,2026-01-30,19,61,5,2.0,106342,1140,14,2280.0,3906.43,71.98,Medium,1.072,2.0,1.228,162.86,1.71,1626.43
Brand Awareness,Facebook,Search,Mobile,iOS,Interactive,False,Urgency,85,25-34,Female,Business Professionals,$100K-$200K,Low,True,2024-02-21,12,72,2,2.2,7115,51,0,112.2,0.0,79.15,Medium,0.717,2.2,0.0,0.0,0.0,-112.2
Engagement,Facebook,Search,Mobile,Android,Image,False,Joy,68,35-44,Female,Shoppers,<$50K,Low,False,2024-01-10,12,55,3,2.31,23649,117,0,270.27,0.0,82.18,Low,0.495,2.31,0.0,0.0,0.0,-270.27
Conversions,Instagram,Stories,Mobile,iOS,Image,True,Joy,69,18-24,All,Business Professionals,$50K-$100K,Low,True,2025-09-17,18,34,5,0.97,22046,247,2,239.59,387.5,90.0,Medium,1.12,0.97,0.81,119.8,1.62,147.91
Brand Awareness,Google Ads,Display Network,Mobile,Android,Video,False,Trust,33,25-34,Female,Students,<$50K,Medium,False,2024-06-27,19,47,5,2.38,21365,656,3,1561.28,807.47,60.82,Low,3.07,2.38,0.457,520.43,0.52,-753.81
Conversions,Facebook,Display Network,Mobile,iOS,Image,False,Urgency,78,55-64,Male,Tech Enthusiasts,$50K-$100K,High,True,2025-07-06,9,5,3,0.63,8142,45,1,28.35,274.69,36.43,Low,0.553,0.63,2.222,28.35,9.69,246.34
Brand Awareness,Google Ads,In-Stream Video,Desktop,Android,Carousel,False,Curiosity,25,25-34,Male,Shoppers,<$50K,High,False,2025-01-23,2,16,6,4.55,29410,948,21,4313.4,2447.93,33.2,Low,3.223,4.55,2.215,205.4,0.57,-1865.47
Engagement,LinkedIn,Feed,Desktop,Android,Text,True,Curiosity,26,35-44,Male,Students,$50K-$100K,High,False,2024-02-07,12,62,6,3.65,54889,630,21,2299.5,2991.71,21.99,High,1.148,3.65,3.333,109.5,1.3,692.21
Conversions,TikTok,Feed,Mobile,Android,Video,True,Curiosity,49,45-54,All,Shoppers,$50K-$100K,Medium,False,2025-03-01,15,22,6,0.53,5206,82,2,43.46,566.46,41.37,Low,1.575,0.53,2.439,21.73,13.03,523.0
Brand Awareness,TikTok,Stories,Mobile,iOS,Carousel,True,Joy,23,25-34,Male,Gamers,$100K-$200K,Medium,False,2024-07-29,10,76,6,1.86,98409,2248,8,4181.28,2232.02,56.4,Medium,2.284,1.86,0.356,522.66,0.53,-1949.26
App Installs,Twitter,Stories,Desktop,Android,Image,True,Joy,56,18-24,All,Business Professionals,$50K-$100K,High,False,2026-01-24,10,23,6,1.04,28255,860,64,894.4,18557.0,10.0,Low,3.044,1.04,7.442,13.98,20.75,17662.6
Lead Generation,LinkedIn,Feed,Mobile,Windows,Text,False,Trust,64,25-34,Male,Shoppers,$100K-$200K,Medium,False,2025-10-02,16,55,4,7.21,8073,133,3,958.93,1005.4,49.06,Medium,1.647,7.21,2.256,319.64,1.05,46.47
App Installs,Instagram,Search,Desktop,macOS,Image,False,Urgency,36,35-44,All,Tech Enthusiasts,<$50K,Low,False,2025-04-08,11,22,4,2.79,12798,135,2,376.65,268.48,61.6,Low,1.055,2.79,1.481,188.32,0.71,-108.17
Conversions,Google Ads,Search,Desktop,Windows,Image,True,Joy,22,35-44,Male,Business Professionals,$100K-$200K,Medium,False,2025-10-18,8,9,7,4.4,28753,1136,183,4998.4,32773.27,59.83,Low,3.951,4.4,16.109,27.31,6.56,27774.87
Lead Generation,Twitter,Feed,Mobile,Android,Interactive,True,Neutral,83,25-34,Male,Gamers,$50K-$100K,High,False,2025-09-16,2,28,7,1.98,56655,1602,41,3171.96,5259.64,31.5,Medium,2.828,1.98,2.559,77.36,1.66,2087.68
Conversions,Facebook,In-Stream Video,Desktop,iOS,Video,False,Neutral,7,18-24,All,Students,$50K-$100K,Medium,False,2025-10-28,22,32,5,1.34,10194,815,102,1092.1,31940.29,44.11,Medium,7.995,1.34,12.515,10.71,29.25,30848.19
Lead Generation,LinkedIn,Search,Desktop,Windows,Carousel,True,Neutral,68,55-64,Female,Students,$50K-$100K,Low,True,2024-10-26,17,12,8,5.14,11936,737,118,3788.18,31834.13,59.26,Low,6.175,5.14,16.011,32.1,8.4,28045.95
Conversions,Facebook,Feed,Mobile,iOS,Video,False,Joy,71,35-44,Female,Business Professionals,<$50K,Medium,False,2025-10-15,0,84,5,0.58,67583,3259,75,1890.22,20929.65,61.69,Low,4.822,0.58,2.301,25.2,11.07,19039.43
Conversions,Google Ads,Search,Mobile,macOS,Interactive,False,Joy,52,45-54,Female,Shoppers,<$50K,High,True,2024-10-08,0,63,6,4.46,12078,514,61,2292.44,14161.37,17.57,Low,4.256,4.46,11.868,37.58,6.18,11868.93
