campaign_objective,ad_placement,device_type,operating_system,creative_format,has_call_to_action,creative_emotion,creative_age_days,target_audience_age,target_audience_gender,audience_interest_category,income_bracket,purchase_intent_score,retargeting_flag,start_date,hour_of_day,campaign_day,quality_score,actual_cpc,impressions,clicks,conversions,ad_spend,revenue,bounce_rate,budget_tier,CTR,CPC,conversion_rate,CPA,ROAS,profit,roas,conversion_rate_calc,platform_Google Ads,platform_Instagram,platform_LinkedIn,platform_TikTok,platform_Twitter
Lead Generation,Feed,Mobile,Android,Video,False,Trust,21,18-24,All,Business Professionals,$100K-$200K,High,False,2025-10-27,6,31,5,1.08,-0.6527491022356046,739,-0.1104389664255098,-0.511000180767182,8885.54,46.38,High,7.999,-0.8933172889329691,0.10762943140524235,29.56,11.13,8087.42,11.133087756227134,0.036535859269282815,False,False,False,False,True
Brand Awareness,Feed,Desktop,Android,Story,True,Curiosity,80,18-24,All,Tech Enthusiasts,$50K-$100K,Medium,True,2024-09-04,15,76,7,1.28,-0.40899201997606394,698,-0.5464036731738304,-0.49102854871228396,1075.46,47.74,High,2.455,-0.8114264881457621,-0.5524117066001563,111.68,1.2,182.02,1.203729405444126,0.011461318051575931,False,False,False,False,True
Conversions,Display Network,Mobile,Android,Story,True,Joy,67,25-34,All,Health & Fitness,<$50K,Low,False,2024-12-14,17,58,4,7.39,-0.6931657056304177,221,-0.4546216296478682,-0.33603468790016866,1903.84,90.0,Low,3.649,1.6903374759034102,0.5750269836770079,136.1,1.17,270.65,1.1657186242874373,0.05429864253393665,False,False,True,False,False
Brand Awareness,Search,Mobile,Android,Carousel,False,Neutral,40,35-44,All,Tech Enthusiasts,<$50K,High,False,2025-08-06,6,70,2,6.9,1.3387656933267893,1054,-0.4316761187663776,0.8455454791866194,1960.94,49.05,High,0.635,1.4897050139747532,-0.5295155427219785,559.43,0.27,-5311.66,0.2696339685944504,0.012333965844402278,True,False,False,False,False
Lead Generation,Display Network,Desktop,Android,Carousel,True,Joy,83,45-54,Female,Business Professionals,<$50K,High,True,2024-05-26,4,52,7,7.17,-0.17058232616065158,697,3.262551133153602,0.36886000075167263,33572.49,12.7,Low,1.477,1.6002575950374824,5.715873710071528,28.72,6.72,28575.0,6.717870370926205,0.24964131994261118,True,False,False,False,False
Conversions,Search,Desktop,Other,Video,False,Fear,25,35-44,Male,Gamers,$50K-$100K,Medium,True,2025-07-09,10,69,7,1.03,-0.694626393685227,275,-0.4316761187663776,-0.6188767459802051,2938.07,38.56,Low,4.628,-0.9137899891297709,0.39001545256943415,21.79,10.37,2654.82,10.372709620476611,0.04727272727272727,False,True,False,False,False
Brand Awareness,Stories,Desktop,macOS,Image,True,Joy,18,25-34,Male,Business Professionals,<$50K,Medium,True,2025-09-19,2,71,7,2.12,0.1813799868721175,2425,1.3351282191083953,0.3989284954663015,9964.52,52.41,Medium,3.237,-0.46748512483949295,0.12263036635991048,57.12,1.94,4823.52,1.9382454775335538,0.03711340206185567,True,False,False,False,False
App Installs,Stories,Desktop,iOS,Video,True,Joy,7,25-34,Female,Health & Fitness,$100K-$200K,Medium,True,2025-01-08,22,56,6,0.95,-0.5370372050241817,754,-0.018656922899547568,-0.528143266528111,14091.64,43.12,Medium,4.109,-0.9465463094446538,0.22790008534003783,23.11,19.67,13375.34,19.672818651403045,0.04111405835543767,False,False,False,True,False
Conversions,Feed,Tablet,macOS,Interactive,False,Fear,16,25-34,Male,Gamers,$50K-$100K,Low,False,2024-07-24,4,55,7,5.19,-0.5869038250518487,457,-0.5922946949368115,-0.1812733964500019,2093.96,70.98,Medium,3.169,0.7895386672441338,-0.5084615989259531,395.3,0.88,-277.87,0.8828457351496524,0.01312910284463895,True,False,False,False,False
Lead Generation,Feed,Mobile,Android,Carousel,False,Trust,33,45-54,Female,Business Professionals,$50K-$100K,Medium,False,2025-02-28,15,59,5,0.98,-0.21921688756817495,462,-0.6381857166997926,-0.5833606806253396,489.28,58.83,Low,1.065,-0.9342626893265726,-0.6261005098862454,113.19,1.08,36.52,1.0806608357628766,0.008658008658008658,False,False,False,True,False
Lead Generation,Search,Mobile,Windows,Image,True,Curiosity,89,25-34,All,Business Professionals,$50K-$100K,Medium,False,2024-11-07,18,18,6,1.35,0.08403465424551548,2335,1.610474349686282,-0.017758278024870344,28765.16,59.49,Medium,3.472,-0.7827647078702397,0.2955358797847698,30.9,9.13,25612.91,9.125278769133159,0.0436830835117773,False,False,False,True,False
Brand Awareness,Stories,Tablet,iOS,Video,True,Joy,81,25-34,Female,Tech Enthusiasts,$100K-$200K,Medium,False,2024-05-12,8,34,2,4.31,-0.6021584889981625,148,-0.6840767384627737,-0.5445739776668553,830.02,53.35,Medium,1.119,0.4292191437804229,-0.49846097562284103,318.94,1.3,192.14,1.3012165297548128,0.013513513513513514,False,False,False,False,False
Engagement,Feed,Mobile,Android,Video,True,Urgency,90,25-34,All,Health & Fitness,$100K-$200K,Low,True,2026-01-27,14,66,5,3.07,0.04123014342197048,797,-0.5922946949368115,-0.16556763125030446,1148.95,63.15,High,1.248,-0.07850382110026005,-0.6558392054981314,407.8,0.47,-1297.84,0.46957442199780125,0.0075282308657465494,False,True,False,False,False
Conversions,Sidebar,Desktop,Android,Video,True,Trust,1,35-44,Female,Students,$50K-$100K,Low,True,2024-08-28,12,46,8,0.82,-0.47379576306856436,1273,1.1056731102934898,-0.4595122573390385,23700.25,55.35,Medium,5.457,-0.9997753299563382,0.7997778336995799,13.05,22.7,22656.39,22.70443354472822,0.06284367635506677,False,False,False,False,True
Lead Generation,Feed,Mobile,Windows,Story,False,Joy,47,65+,Male,Business Professionals,$100K-$200K,Low,False,2024-05-23,1,56,5,2.27,-0.6841729478668954,58,-0.7299677602257548,-0.6506381780322613,0.0,80.12,Low,0.857,-0.40606702424908775,-0.8540094514782213,0.0,0.0,-131.66,0.0,0.0,False,False,False,False,True
Lead Generation,Search,Mobile,macOS,Video,True,Trust,57,25-34,Male,Gamers,$50K-$100K,Low,False,2024-04-12,15,80,6,4.7,-0.6270663957414776,302,-0.6611312275812832,-0.3808283850992523,881.17,73.84,Low,2.682,0.5889062053154767,-0.592677374110055,473.13,0.62,-538.23,0.6208045653092855,0.009933774834437087,True,False,False,False,False
Conversions,Feed,Tablet,Windows,Carousel,False,Trust,75,45-54,Male,Tech Enthusiasts,$100K-$200K,Low,True,2024-12-26,0,6,4,3.95,-0.6847191181830415,165,-0.5922946949368115,-0.5416679082522369,2320.56,36.44,Low,2.455,0.28181570236345066,0.10289229405113667,108.62,3.56,1668.81,3.560506329113924,0.03636363636363636,True,False,False,False,False
Conversions,Stories,Mobile,iOS,Text,True,Joy,76,35-44,Male,Tech Enthusiasts,$100K-$200K,Medium,False,2024-01-05,1,54,5,2.35,0.6650455559076576,775,-0.5234581622923399,-0.2966319904154422,4351.7,69.25,High,0.686,-0.37331070393420496,-0.5484640921384015,202.36,2.39,2530.45,2.3894028826355522,0.011612903225806452,False,False,False,False,False
App Installs,Display Network,Mobile,iOS,Video,True,Curiosity,80,35-44,Female,Students,$100K-$200K,Medium,True,2025-04-20,18,21,6,7.86,-0.7065913340994049,133,-0.5464036731738304,-0.4591937839785323,1311.63,45.29,Medium,2.66,1.8827808577533467,0.7289839476854442,130.67,1.25,266.25,1.2546920736956895,0.06015037593984962,True,False,False,False,False
Lead Generation,Feed,Desktop,Other,Carousel,True,Fear,28,45-54,All,Tech Enthusiasts,$50K-$100K,High,False,2024-06-11,20,48,7,1.1,-0.6493577656213949,351,-0.08749345554401924,-0.5973274136591155,6785.25,16.39,Low,3.692,-0.8851282088542484,1.245331919282969,13.79,17.57,6399.15,17.573815073815073,0.07977207977207977,False,False,False,False,False
Lead Generation,Display Network,Tablet,Android,Image,True,Fear,38,55-64,Female,Students,<$50K,Medium,False,2024-07-02,10,49,6,2.67,-0.4762979852146292,305,-0.6152402058183021,-0.5075996395559882,1226.05,42.1,Medium,1.319,-0.2422854226746739,-0.4226667779571493,162.87,1.51,411.7,1.5055565788665806,0.01639344262295082,False,False,False,False,True
App Installs,Display Network,Desktop,iOS,Image,True,Trust,78,55-64,Male,Gamers,$100K-$200K,Medium,False,2025-02-01,7,4,6,3.16,1.9681444220560114,2417,0.004288587981942991,0.9220461327313568,12105.48,32.34,High,1.121,-0.0416529607460168,-0.5055666816539995,238.68,1.58,4467.76,1.5849599095017883,0.013239553165080678,False,False,False,False,True
Brand Awareness,Search,Desktop,macOS,Video,False,Fear,77,35-44,Male,Tech Enthusiasts,<$50K,High,False,2025-01-26,22,29,2,0.84,-0.14256251877882956,382,-0.20222100995147202,-0.6109924350882012,5287.21,28.64,Low,0.773,-0.9915862498776176,0.7305629934701461,13.95,16.48,4966.33,16.477218898030415,0.060209424083769635,False,False,False,False,True
Brand Awareness,Search,Mobile,Android,Image,False,Urgency,88,18-24,Female,Shoppers,$100K-$200K,Medium,False,2024-12-02,4,66,3,5.68,-0.47187781614442337,593,-0.5922946949368115,0.027496367459156363,2697.78,60.35,Medium,2.526,0.9901711291727906,-0.5876770624584989,561.37,0.8,-670.46,0.8009464883737502,0.01011804384485666,True,False,False,False,False
Lead Generation,Stories,Mobile,Windows,Image,True,Curiosity,11,35-44,Female,Health & Fitness,<$50K,Low,False,2025-05-12,22,65,5,3.6,-0.5930641181525667,194,-0.7070222493442643,-0.5318937093919662,94.04,78.82,Medium,1.392,0.13850680098583845,-0.7184746882913072,698.4,0.13,-604.36,0.13465063001145477,0.005154639175257732,True,False,False,False,False
Lead Generation,Sidebar,Mobile,iOS,Image,False,Joy,20,65+,Female,Shoppers,$50K-$100K,Low,False,2024-01-18,3,24,7,1.54,1.8457133597924653,2666,-0.4087306078848871,0.1819978516941735,3950.93,65.57,Medium,1.295,-0.7049684471223931,-0.715842945316804,293.26,0.96,-154.71,0.9623176898120633,0.005251312828207052,False,False,False,False,True
App Installs,Stories,Desktop,Windows,Carousel,False,Joy,59,45-54,All,Students,$100K-$200K,Low,False,2024-05-24,4,5,4,0.74,-0.6167272646404789,167,-0.7299677602257548,-0.6523311153696887,0.0,64.17,Low,1.383,-1.032531650271221,-0.8540094514782213,0.0,0.0,-123.58,0.0,0.0,False,False,False,True,False
Brand Awareness,Display Network,Mobile,macOS,Video,True,Joy,27,35-44,Male,Tech Enthusiasts,<$50K,Low,False,2025-01-11,3,56,7,0.92,-0.14686837313170248,1382,-0.5005126514108493,-0.4118292524811524,2360.84,59.06,Medium,2.817,-0.9588299295627347,-0.6634712601241907,127.14,1.86,1089.4,1.8568237588875607,0.00723589001447178,False,False,False,False,False
Brand Awareness,Stories,Mobile,iOS,Video,True,Joy,68,18-24,Male,Health & Fitness,$50K-$100K,Medium,False,2025-07-05,12,57,1,1.31,-0.5755358614948538,99,-0.7299677602257548,-0.651050936269233,0.0,72.53,Medium,0.646,-0.7991428680276811,-0.8540094514782213,0.0,0.0,-129.69,0.0,0.0,False,False,False,False,False
Conversions,Feed,Mobile,iOS,Interactive,False,Urgency,79,45-54,Male,Tech Enthusiasts,$50K-$100K,High,False,2024-01-08,16,38,4,1.9,0.936263573597615,1027,-0.3169485643589248,-0.2693836611168743,3860.8,37.94,High,0.764,-0.5575650057054207,-0.392664908047813,108.41,1.98,1909.5,1.9785783836416748,0.017526777020447908,False,False,False,True,False
Lead Generation,Display Network,Desktop,Android,Text,True,Urgency,34,25-34,All,Students,<$50K,High,True,2024-05-27,19,46,7,1.48,-0.508077476633178,352,0.46319880561175414,-0.5690712837921038,9144.67,10.0,Medium,1.706,-0.7295356873585552,3.033864444755333,10.02,17.55,8623.71,17.553497389434888,0.14772727272727273,False,False,False,False,True
Conversions,Stories,Desktop,Android,Video,True,Trust,45,45-54,Male,Health & Fitness,$100K-$200K,High,False,2024-08-11,14,14,5,9.23,-0.6847953279945969,212,0.4861443164932447,-0.2682396712824246,24416.24,25.23,Medium,3.157,2.443732843145714,5.72534798477974,36.92,12.48,22459.48,12.477892025593329,0.25,False,False,True,False,False
Lead Generation,Search,Desktop,macOS,Text,True,Joy,18,35-44,All,Tech Enthusiasts,$100K-$200K,High,True,2026-01-05,4,67,7,0.81,-0.7065913340994049,74,-0.5234581622923399,-0.6656650921214061,2044.22,16.39,Medium,1.48,-1.0038698699956985,2.346716354112552,6.66,34.1,1984.28,34.104437771104436,0.12162162162162163,False,False,False,True,False
Conversions,Feed,Desktop,Android,Image,True,Neutral,73,18-24,All,Health & Fitness,<$50K,Low,False,2025-02-16,8,55,3,5.01,-0.3691088852621377,275,-0.569349184055321,-0.38955497422101587,936.34,63.07,Medium,0.871,0.7158369465356473,-0.1842308644671608,196.82,0.68,-441.41,0.6796153148248957,0.025454545454545455,True,False,False,False,False
Lead Generation,Feed,Mobile,iOS,Video,False,Joy,4,25-34,Male,Tech Enthusiasts,>$200K,Medium,False,2024-05-15,11,6,4,2.46,-0.663012023525048,190,-0.7070222493442643,-0.5802932793109912,618.43,62.35,Low,2.254,-0.3282707635012412,-0.7155797710193538,467.4,1.32,151.03,1.3231279418057338,0.005263157894736842,True,False,False,False,False
Lead Generation,Display Network,Tablet,macOS,Interactive,True,Trust,24,35-44,Female,Tech Enthusiasts,<$50K,Medium,False,2025-01-22,0,9,4,7.63,-0.7065913340994049,76,-0.7299677602257548,-0.556726250633537,0.0,40.78,Low,1.52,1.7886064368480585,-0.8540094514782213,0.0,0.0,-579.88,0.0,0.0,False,False,True,False,False
Brand Awareness,Feed,Tablet,iOS,Image,True,Fear,7,35-44,Female,Students,$100K-$200K,Medium,False,2025-08-25,8,56,7,2.78,-0.3610941534135748,670,-0.5234581622923399,-0.287968257877989,3933.37,38.31,Medium,2.081,-0.19724548224171015,-0.5005663700024435,206.96,2.11,2070.77,2.1117631268119834,0.013432835820895522,False,False,True,False,False
Lead Generation,Display Network,Desktop,Windows,Video,False,Joy,45,45-54,Male,Gamers,$50K-$100K,Low,False,2025-12-03,19,30,5,0.98,0.025619833688398732,4632,3.5378972637314887,0.27287171085122736,40924.36,67.65,Low,7.394,-0.9342626893265726,0.20289852708225767,24.41,9.02,36385.0,9.015447111487083,0.04015544041450777,False,False,False,False,False
Conversions,Feed,Mobile,Android,Image,False,Urgency,78,55-64,All,Gamers,$50K-$100K,Medium,False,2025-07-23,13,12,4,2.59,-0.4646505856819316,120,-0.7299677602257548,-0.6131044163210313,0.0,75.21,Low,0.499,-0.27504174298955675,-0.8540094514782213,0.0,0.0,-310.8,0.0,0.0,False,False,False,False,True
App Installs,Display Network,Desktop,Windows,Story,False,Joy,49,25-34,Female,Business Professionals,$100K-$200K,Medium,False,2025-07-22,23,77,5,6.59,-0.1363387175018156,699,-0.4546216296478682,0.28692015744460664,1926.98,62.77,Low,1.401,1.3627742727545822,-0.40213918275602445,383.87,0.42,-2679.43,0.41832576778879865,0.017167381974248927,True,False,False,False,False
Brand Awareness,Display Network,Desktop,Windows,Video,True,Trust,15,18-24,Female,Tech Enthusiasts,$100K-$200K,Medium,False,2025-02-08,18,11,6,1.91,-0.32704106928362703,2093,0.6926539144266597,0.15936738612294457,9928.57,33.88,High,6.0,-0.5534704656660603,-0.07448718243037794,64.48,2.48,5930.94,2.483614041319482,0.029622551361681796,False,False,False,False,True
Brand Awareness,Stories,Mobile,Other,Carousel,True,Neutral,38,18-24,All,Tech Enthusiasts,$50K-$100K,Low,False,2024-01-07,6,70,6,2.28,-0.31441564383597015,1481,-0.6381857166997926,0.029264732697756247,1042.34,79.88,Low,4.128,-0.40197248420972753,-0.7829523911666353,844.17,0.31,-2334.34,0.30868782354265134,0.0027008777852802163,False,False,False,False,False
Brand Awareness,Stories,Desktop,Android,Image,True,Joy,50,55-64,Male,Gamers,<$50K,Low,False,2024-04-23,2,70,5,12.33,5.162440568489501,1622,-0.17927549906998147,3.5120600701201985,2436.44,55.22,Medium,0.347,3.7130402553474218,-0.46451149125174995,833.3,0.12,-17562.82,0.12182650758078051,0.014796547472256474,False,False,True,False,False
Conversions,Feed,Mobile,Android,Carousel,True,Trust,82,25-34,Male,Tech Enthusiasts,$50K-$100K,Low,True,2024-06-10,12,22,4,1.44,1.5259115872360214,1535,-0.20222100995147202,-0.21509652446743988,4397.92,75.45,Medium,0.849,-0.7459138475159967,-0.4597743538976442,96.1,1.99,2187.52,1.989648932319942,0.01498371335504886,False,False,False,True,False
Conversions,Search,Desktop,iOS,Image,True,Curiosity,73,35-44,Female,Tech Enthusiasts,$100K-$200K,Medium,True,2025-02-03,18,63,5,0.75,-0.6132470165794547,121,-0.5922946949368115,-0.6592097209127258,2174.2,30.62,Medium,0.98,-1.0284371102318606,0.45107188957790784,15.12,23.96,2083.45,23.958126721763083,0.049586776859504134,False,False,False,False,True
Brand Awareness,Stories,Desktop,macOS,Video,True,Urgency,31,55-64,Female,Business Professionals,$50K-$100K,High,True,2025-06-05,10,10,4,2.18,0.4614129394319681,1501,1.7710929258567158,0.007369689162959283,12608.56,15.22,Low,1.548,-0.4429178846033308,1.0571622966059913,30.02,3.85,9336.38,3.853259906239877,0.072618254497002,False,False,False,True,False
Lead Generation,Feed,Mobile,Android,Video,True,Trust,65,18-24,Female,Students,$50K-$100K,Medium,True,2024-08-28,12,7,5,2.65,-0.42561846053037267,461,-0.569349184055321,-0.4222613502572054,1242.05,56.89,High,1.7,-0.2504745027533946,-0.4545108679486378,174.52,1.02,20.4,1.0166987271313386,0.015184381778741865,False,False,False,True,False
Conversions,Search,Mobile,macOS,Image,True,Urgency,15,45-54,Male,Shoppers,<$50K,High,True,2025-12-05,21,24,5,9.44,-0.7065913340994049,138,0.05017960974492411,-0.4052754059570524,5944.34,40.29,Low,2.76,2.529718183972281,5.630078889102725,38.32,4.56,4641.62,4.563021984770327,0.2463768115942029,False,False,True,False,False
Conversions,Display Network,Mobile,Other,Interactive,True,Joy,29,55-64,Female,Business Professionals,$50K-$100K,Low,True,2024-02-21,7,15,8,1.07,-0.7065913340994049,133,-0.6840767384627737,-0.6484067692892413,399.29,78.02,Low,2.66,-0.8974118289723295,-0.4581953081129423,71.16,2.81,256.98,2.8057761225493643,0.015037593984962405,False,False,False,False,True
Conversions,Search,Desktop,Android,Image,True,Urgency,41,35-44,Female,Business Professionals,<$50K,Medium,True,2025-02-08,9,65,5,1.88,3.432414338008508,6234,4.937573427502413,1.777356627638038,27297.08,51.12,Medium,1.884,-0.5657540857841413,0.1886871150199405,47.45,2.33,15577.16,2.329118287496843,0.0396214308630093,False,False,False,False,True
Lead Generation,Stories,Mobile,iOS,Carousel,False,Trust,76,65+,Female,Students,<$50K,Medium,True,2025-08-06,21,42,3,3.03,-0.03524640247374596,325,-0.6381857166997926,-0.4718970996676686,985.22,66.66,Low,0.562,-0.09488198125770146,-0.5300418913168793,246.19,1.0,0.47,1.0004772784970806,0.012307692307692308,False,False,False,False,False
Lead Generation,Stories,Mobile,Android,Video,False,Trust,55,35-44,Female,Students,$50K-$100K,Medium,True,2025-12-01,1,25,4,2.83,-0.4841602974400815,686,0.2796347185598297,-0.2714621188380722,12718.58,63.2,Medium,3.047,-0.1767727820449083,0.8339904923681212,44.12,6.55,10777.2,6.551308862767722,0.0641399416909621,False,False,False,False,False
Lead Generation,Search,Mobile,Android,Interactive,True,Trust,84,55-64,All,Business Professionals,$50K-$100K,Low,False,2025-01-10,17,76,4,2.38,1.647669462830829,1384,-0.6381857166997926,0.011924696305987907,811.39,79.44,High,0.727,-0.36102708381612403,-0.7779520795150792,823.48,0.25,-2482.53,0.2463296012046437,0.002890173410404624,False,True,False,False,False
Brand Awareness,Feed,Mobile,iOS,Video,True,Fear,76,45-54,Female,Business Professionals,<$50K,Medium,False,2024-02-27,12,38,4,1.16,0.6619336552691506,1321,-0.6611312275812832,-0.3571607858869015,773.25,67.36,High,1.172,-0.8605609686180865,-0.794268885956999,510.79,0.5,-759.11,0.5046137983241537,0.002271006813020439,False,False,False,True,False
Brand Awareness,Display Network,Mobile,iOS,Video,True,Neutral,48,25-34,Female,Gamers,$50K-$100K,Low,False,2024-09-15,12,62,7,4.55,-0.058896847326399014,1626,-0.4546216296478682,0.871882388012686,4086.98,74.42,Medium,2.904,0.5274881047250713,-0.6597868199598862,616.52,0.55,-3311.32,0.5524215022370004,0.007380073800738007,True,False,False,False,False
Conversions,Feed,Tablet,Android,Text,True,Joy,5,18-24,All,Tech Enthusiasts,$50K-$100K,Low,False,2024-04-17,20,4,8,1.93,-0.4313468980322773,475,-0.6840767384627737,-0.4861445921113642,399.41,60.99,Low,1.781,-0.5452813855873396,-0.7432130722516372,458.38,0.44,-517.34,0.43568039269157355,0.004210526315789474,False,False,False,False,False
